Date,STRESS_INDEX,EXPOSURE_RATIO,DEFENSIVE_RATIO,DELTA_STRESS_INDEX,DELTA_EXPOSURE_RATIO,DELTA_DEFENSIVE_RATIO
2015-01-31,,101.91100027221827,109.36802152119331,,,
2015-02-28,-0.4345510039106414,102.38388116736029,96.98338621523423,,0.47288089514201204,-12.38463530595908
2015-03-31,-0.4302514611253449,105.53883039022232,93.52822410713183,0.004299542785296484,3.1549492228620295,-3.4551621081023995
2015-04-30,0.8596869960651222,120.82329615801883,80.76585048524365,1.289938457190467,15.284465767796519,-12.762373621888187
2015-05-31,0.5992681710205793,113.3170349384623,85.49485291743547,-0.26041882504454295,-7.506261219556535,4.72900243219182
2015-06-30,0.3150502819409781,109.92089379152164,88.59964844313275,-0.28421788907960116,-3.396141146940664,3.104795525697284
2015-07-31,1.5964748852907005,94.38840795288284,94.2196915052136,1.2814246033497223,-15.532485838638792,5.620043062080853
2015-08-31,0.0978295037081457,89.1671079149891,110.14784376306903,-1.4986453815825547,-5.221300037893741,15.92815225785543
2015-09-30,0.5331456214120911,90.38076606504922,109.50563336937132,0.4353161177039454,1.2136581500601125,-0.6422103936977095
2015-10-31,-0.0728143825387516,89.87100759632406,103.81121267054012,-0.6059600039508427,-0.5097584687251526,-5.694420698831209
2015-11-30,-0.4866690537126642,87.62504504237751,98.92139941794188,-0.4138546711739126,-2.245962553946555,-4.8898132525982305
2015-12-31,-0.6529179673410094,85.86302258386607,102.26314545882552,-0.16624891362834515,-1.7620224585114386,3.341746040883635
2016-01-31,0.0159834193511374,79.88914170541305,121.92764134766249,0.6689013866921468,-5.973880878453016,19.664495888836967
2016-02-29,0.2302043766482214,77.59757787311031,139.364181066781,0.214220957297084,-2.2915638323027423,17.4365397191185
2016-03-31,-0.0506414096856474,81.08684874687417,123.90816229668636,-0.2808457863338688,3.489270873763857,-15.45601877009463
2016-04-30,0.0082442571624737,80.1945519923747,131.17059382015677,0.0588856668481211,-0.8922967544994691,7.262431523470411
2016-05-31,-0.1521977660817214,79.13532299024128,122.67990361987576,-0.1604420232441951,-1.0592290021334207,-8.490690200281009
2016-06-30,-0.1171744112109135,80.78739552136923,130.49629457965736,0.03502335487080789,1.6520725311279563,7.8163909597816
2016-07-31,-0.1696515218509836,80.70074137198795,128.54106054647022,-0.05247711064007009,-0.0866541493812889,-1.9552340331871392
2016-08-31,-0.1546012069526113,84.2897851224807,118.91792938958854,0.015050314898372302,3.589043750492749,-9.623131156881684
2016-09-30,-0.5335776539262089,86.46877013687875,116.71340746422617,-0.37897644697359767,2.1789850143980516,-2.2045219253623713
2016-10-31,-0.0500938217544085,85.33204453493384,116.81042161049308,0.4834838321718004,-1.136725601944903,0.09701414626691474
2016-11-30,-0.4729249529791007,83.93014448799343,104.97018492071174,-0.4228311312246922,-1.401900046940412,-11.840236689781335
2016-12-31,-0.4936807646156815,77.48041019983386,109.31477682721192,-0.0207558116365808,-6.449734288159576,4.34459190650017
2017-01-31,-0.844759591238379,80.46037862326756,109.01985048202272,-0.35107882662269746,2.9799684234337036,-0.2949263451891966
2017-02-28,-0.8870610743477191,80.60470332392303,108.04520219573304,-0.04230148310934012,0.1443247006554742,-0.9746482862896784
2017-03-31,-0.6042436544477194,81.11523070386224,106.77247121014844,0.28281741989999964,0.5105273799392052,-1.2727309855846016
2017-04-30,-1.0360599062037998,80.40145869862373,108.5034066712436,-0.4318162517560804,-0.7137720052385106,1.7309354610951573
2017-05-31,-0.8141750623702999,82.59543802274753,104.02201665749568,0.22188484383349993,2.193979324123802,-4.481390013747912
2017-06-30,-0.766379528469455,81.55058140863648,102.4308184242393,0.0477955339008449,-1.0448566141110547,-1.591198233256378
2017-07-31,-0.5999525086511914,85.60291905673478,97.8283082942983,0.16642701981826358,4.052337648098302,-4.60251012994101
2017-08-31,-0.6360764996998645,88.7648295772768,98.0188234341812,-0.03612399104867303,3.1619105205420226,0.1905151398829048
2017-09-30,-0.1702357822310239,86.6182021703178,95.14585125621645,0.4658407174688406,-2.1466274069589986,-2.872972177964755
2017-10-31,0.9763393157894368,88.25583834673289,90.54777123734794,1.1465750980204608,1.6376361764150857,-4.598080018868501
2017-11-30,0.1625181990799123,86.08571197641155,90.39808559435656,-0.8138211167095245,-2.1701263703213414,-0.1496856429913862
2017-12-31,0.3128936494713984,86.745084297773,90.50237673620477,0.15037545039148612,0.6593723213614595,0.10429114184820776
2018-01-31,-0.0711336195475395,93.67781303911806,81.8998599553751,-0.3840272690189379,6.932728741345059,-8.60251678082966
2018-02-28,0.0992990949406716,87.15351732253708,89.45601955529098,0.1704327144882111,-6.52429571658098,7.556159599915873
2018-03-31,-0.1544785801633203,89.6476931157774,89.98328596847992,-0.2537776751039919,2.4941757932403164,0.52726641318894
2018-04-30,-0.4869409752354303,88.60150231647495,89.7136002356124,-0.33246239507210995,-1.046190799302451,-0.26968573286751507
2018-05-31,-0.8397537950034453,86.07487142474332,89.07725207780288,-0.352812819768015,-2.526630891731628,-0.6363481578095218
2018-06-30,-0.2948784926134296,79.79084719109404,92.08936572306132,0.5448753023900157,-6.284024233649276,3.012113645258438
2018-07-31,0.3801574965609862,78.10431777548506,88.68332570952073,0.6750359891744158,-1.6865294156089874,-3.40604001354059
2018-08-31,0.851170088831214,73.55406426060108,89.3054264000496,0.47101259227022785,-4.550253514883977,0.6221006905288675
2018-09-30,0.7105425449590641,73.86105095045265,87.82445924396866,-0.14062754387214993,0.30698668985156985,-1.4809671560809363
2018-10-31,-0.3641481572406969,72.80311289673648,97.74376110709322,-1.074690702199761,-1.0579380537161711,9.91930186312456
2018-11-30,-0.1438142926757611,76.44373590721693,91.70297322411022,0.22033386456493578,3.6406230104804536,-6.040787882982997
2018-12-31,-0.9443576975400564,78.82642522702209,102.33664846388297,-0.8005434048642953,2.382689319805152,10.633675239772742
2019-01-31,-1.005900306824642,80.56516315227458,95.38154248080434,-0.06154260928458555,1.7387379252524937,-6.955105983078624
2019-02-28,-0.543125474800082,78.92192286734239,93.73576302582968,0.46277483202455993,-1.6432402849321903,-1.645779454974658
2019-03-31,-0.3357942691576218,78.6559336687772,90.90541182448575,0.20733120564246021,-0.2659891985651939,-2.8303512013439303
2019-04-30,-0.6825403276860577,75.94427180981663,89.85539561279695,-0.3467460585284359,-2.711661858960568,-1.0500162116887992
2019-05-31,-0.6339187684005512,73.6053638005295,100.7659820321318,0.04862155928550649,-2.338908009287124,10.910586419334848
2019-06-30,-0.7153828315985087,73.64813751671005,101.69072480519696,-0.08146406319795751,0.04277371618054815,0.9247427730651623
2019-07-31,-0.8606084168753856,69.71833878193013,105.83063935770537,-0.1452255852768769,-3.929798734779922,4.139914552508401
2019-08-31,-0.7962753540656593,67.48965745037557,119.98455218502036,0.06433306280972628,-2.2286813315545544,14.153912827314997
2019-09-30,-0.996153834016015,67.35225814595222,113.93096531276196,-0.19987847995035568,-0.13739930442335435,-6.053586872258407
2019-10-31,-1.119915008239469,68.1308258671232,113.01807286976236,-0.12376117422345412,0.7785677211709867,-0.9128924429995919
2019-11-30,0.0848582918405208,65.4152133801125,109.952931295777,1.2047733000799898,-2.715612487010702,-3.0651415739853576
2019-12-31,-0.4928177238124961,69.02176039763224,104.96745251037348,-0.577676015653017,3.6065470175197305,-4.985478785403529
2020-01-31,0.1683435668383728,62.893259601768094,120.42783206841104,0.6611612906508689,-6.1285007958641415,15.460379558037559
2020-02-29,-0.4125264933446422,69.8814794164202,116.95416669856304,-0.580870060183015,6.988219814652112,-3.4736653698479927
2020-03-31,0.881712982647441,73.72537899637759,126.39264417229283,1.2942394759920832,3.8438995799573803,9.43847747372979
2020-04-30,-0.1037870143827451,67.24805677268361,131.8814134425869,-0.9854999970301861,-6.4773222236939745,5.488769270294071
2020-05-31,-0.3851229195835292,64.95489957824734,133.70093627008868,-0.2813359052007841,-2.293157194436276,1.8195228275017712
2020-06-30,-0.7047199991890738,65.42545964058742,133.99695226520373,-0.3195970796055446,0.4705600623400841,0.29601599511505583
2020-07-31,0.5140658535590338,64.38581084822404,142.46305018801667,1.2187858527481077,-1.03964879236338,8.466097922812935
2020-08-31,-0.5153305606449811,63.95301954669809,133.6357158551523,-1.0293964142040148,-0.4327913015259526,-8.827334332864353
2020-09-30,-1.061235333281478,63.47847261868239,134.0374235292587,-0.5459047726364968,-0.4745469280156982,0.4017076741063761
2020-10-31,-1.0574271903956651,68.35674441754094,126.99166648276552,0.003808142885812771,4.878271798858549,-7.045757046493165
2020-11-30,-0.6176517233651324,65.7047403758434,112.71127679155153,0.4397754670305327,-2.6520040416975377,-14.280389691213998
2020-12-31,-0.4879948911231079,63.53067384862287,120.28783209383418,0.1296568322420245,-2.174066527220532,7.576555302282657
2021-01-31,-0.0495913939048677,68.23517190581802,109.4998796804125,0.4384034972182402,4.704498057195153,-10.787952413421678
2021-02-28,0.0940425471017568,65.99912073407087,103.25525151946024,0.1436339410066245,-2.2360511717471496,-6.24462816095226
2021-03-31,0.1471125084441808,60.03225254233674,107.3469081237604,0.053069961342424005,-5.966868191734129,4.091656604300155
2021-04-30,-0.2918885258164689,56.55120529420954,112.08491800530538,-0.43900103426064974,-3.4810472481272043,4.738009881544983
2021-05-31,-0.8172217441503855,56.133755944892606,120.79561880993414,-0.5253332183339166,-0.41744934931693223,8.710700804628758
2021-06-30,-0.2777751890433362,55.19014697787215,111.57684653394382,0.5394465551070493,-0.9436089670204524,-9.218772275990318
2021-07-31,0.9063413532143424,47.142004075223504,130.7382257563375,1.1841165422576787,-8.04814290264865,19.161379222393677
2021-08-31,1.832431042520236,46.23129840261648,129.36174011074445,0.9260896893058935,-0.9107056726070226,-1.3764856455930499
2021-09-30,0.2021272995027253,46.110530648907215,131.65549363169754,-1.6303037430175107,-0.1207677537092664,2.2937535209530893
2021-10-31,0.0128777104496489,44.63686972961374,128.96578820966943,-0.1892495890530764,-1.4736609192934722,-2.689705422028112
2021-11-30,0.026605522626186,42.61070959889478,135.25264791432886,0.013727812176537098,-2.0261601307189636,6.2868597046594346
2021-12-31,-0.4557804593737298,39.450816188526645,144.2349555481797,-0.4823859819999158,-3.1598934103681344,8.982307633850837
2022-01-31,0.1353624949584584,43.19573423492577,136.73015205621624,0.5911429543321882,3.7449180463991283,-7.504803491963457
2022-02-28,-0.4761740666218618,40.94313427684793,157.73951429671325,-0.6115365615803202,-2.2525999580778446,21.009362240497012
2022-03-31,3.1324741804223377,36.1470089182674,174.38739903648403,3.6086482470441994,-4.796125358580525,16.647884739770774
2022-04-30,0.5362310254135496,38.34821771899595,176.46227387901942,-2.5962431550087883,2.201208800728544,2.074874842535394
2022-05-31,0.2274029563560627,39.39957393116094,165.77748130273602,-0.30882806905748694,1.0513562121649898,-10.6847925762834
2022-06-30,0.0910396842136617,45.89960129402862,152.66117952868117,-0.13636327214240102,6.500027362867684,-13.116301774054847
2022-07-31,-0.3787750995760058,37.654023697818126,165.98944131532662,-0.4698147837896675,-8.245577596210495,13.328261786645442
2022-08-31,-0.4967304532639621,39.03607034627304,162.01040244732323,-0.11795535368795629,1.3820466484549172,-3.9790388680033857
2022-09-30,-0.3104653225270796,36.81894653872239,183.79645025925203,0.1862651307368825,-2.2171238075506494,21.786047811928796
2022-10-31,0.4981055933497835,27.586115604309907,222.8239863525542,0.808570915876863,-9.232830934412487,39.02753609330216
2022-11-30,1.7324381157278106,35.127168796524124,179.85004505805776,1.234332522378027,7.541053192214218,-42.97394129449643
2022-12-31,0.5626730395636408,38.2534806997198,180.38699338007527,-1.1697650761641698,3.1263119031956776,0.5369483220175084
2023-01-31,0.5087611181235789,40.44124186346684,169.77858838574815,-0.05391192144006185,2.187761163747041,-10.608404994327117
2023-02-28,-0.1904252288537945,36.4748428292008,182.73120458989476,-0.6991863469773735,-3.96639903426604,12.952616204146608
2023-03-31,-0.014192294867704,37.14568752741316,186.7122385683783,0.17623293398609052,0.6708446982123561,3.981033978483538
2023-04-30,-0.0062397158396724,35.07587354004289,196.29930734731903,0.0079525790280316,-2.0698139873702672,9.587068778940733
2023-05-31,0.1888885022380209,32.00616535195984,211.2641436366956,0.1951282180776933,-3.0697081880830552,14.964836289376564
2023-06-30,0.5304569154791607,31.644560851094145,196.21686969009855,0.34156841324113985,-0.36160450086569185,-15.047273946597045
2023-07-31,1.2877913938639851,34.28158538361889,179.3964728777848,0.7573344783848244,2.6370245325247446,-16.82039681231376
2023-08-31,0.7370142251881702,31.388341796997786,196.62446277004665,-0.5507771686758149,-2.8932435866211037,17.22798989226186
2023-09-30,-0.0947583387392349,31.90511068479044,193.4049099418852,-0.8317725639274051,0.5167688877926544,-3.2195528281614543
2023-10-31,-0.092267394170896,31.371506470155698,215.88219851464453,0.0024909445683389125,-0.5336042146347424,22.477288572759335
2023-11-30,0.0521588605387091,28.34025654745832,224.5141048366235,0.1444262547096051,-3.031249922697377,8.63190632197896
2023-12-31,0.9350034007302628,26.55159500918608,232.1138289721461,0.8828445401915537,-1.7886615382722404,7.599724135522621
2024-01-31,0.9427077882088828,23.66646570342667,252.6808746954898,0.007704387478620012,-2.88512930575941,20.567045723343682
2024-02-29,0.939425484950552,24.208540359551257,235.84230954088028,-0.0032823032583307876,0.542074656124587,-16.838565154609512
2024-03-31,0.1283608562996968,24.09254783564003,249.36503011037976,-0.8110646286508552,-0.11599252391122761,13.522720569499484
2024-04-30,-0.5102568864605197,26.58580557159657,242.5128485548196,-0.6386177427602164,2.49325773595654,-6.852181555560151
2024-05-31,0.4236681604704263,26.437609537252914,235.8891768502162,0.933925046930946,-0.14819603434365547,-6.623671704603424
2024-06-30,0.2131637605276637,25.00239344687208,240.60535132586276,-0.21050439994276263,-1.435216090380834,4.716174475646568
2024-07-31,-0.4740320677293883,24.408605741655325,256.57950294277884,-0.6871958282570519,-0.5937877052167551,15.974151616916089
2024-08-31,-0.8025910835126895,24.575761514508947,254.2259787267397,-0.3285590157833012,0.16715577285362215,-2.3535242160391476
2024-09-30,1.5783957442302743,28.909687511939307,222.43979347738997,2.380986827742964,4.3339259974303594,-31.786185249349728
2024-10-31,4.15385170792621,28.968054127856835,233.62052799760596,2.5754559636959353,0.05836661591752801,11.180734520215992
2024-11-30,0.9573741519424448,26.255030548069215,235.65553768923672,-3.1964775559837646,-2.7130235797876203,2.035009691630762
2024-12-31,0.754972644412083,27.421986624132504,227.93247614853,-0.2024015075303618,1.1669560760632898,-7.723061540706738
2025-01-31,-0.4874815971827454,27.976865335796035,232.332024761956,-1.2424542415948285,0.5548787116635303,4.39954861342602
2025-02-28,0.1121674936257092,31.30442581176193,214.13662547803307,0.5996490908084546,3.327560475965896,-18.19539928392294
2025-03-31,-0.0198358330470364,33.72562126954834,230.37632212924564,-0.1320033266727456,2.4211954577864105,16.23969665121257
2025-04-30,0.2149449412505281,32.14110071586458,257.07520834549393,0.2347807742975645,-1.5845205536837597,26.698886216248297
2025-05-31,-0.6767616807790573,31.258776095388534,248.56271683995345,-0.8917066220295854,-0.882324620476048,-8.512491505540481
2025-06-30,-0.6675669749547727,31.666690098105533,234.3143725231478,0.00919470582428461,0.40791400271699985,-14.248344316805657
2025-07-31,-0.2023459541072341,31.52637315563619,228.6473499766731,0.4652210208475386,-0.14031694246934379,-5.667022546474698
2025-08-31,-0.3680258698874297,32.10539886767018,230.98203684423717,-0.16567991578019559,0.5790257120339923,2.3346868675640735
2025-09-30,-0.1057266715413368,32.777853618991394,244.14926320360783,0.2622991983460929,0.6724547513212116,13.167226359370659
2025-10-31,-0.125126580813456,30.901895358092307,261.9426694032945,-0.01939990927211921,-1.8759582608990861,17.793406199686643
2025-11-30,-0.9200044493376316,30.701952364027708,277.26007687106875,-0.7948778685241755,-0.1999429940645996,15.317407467774274
2025-12-31,-1.1018655666979231,30.168619636445683,299.2324727446844,-0.18186111736029154,-0.5333327275820245,21.972395873615653
